Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Population density (people per sq. km of land area),EN.POP.DNST,Montenegro,MNE,45.2282527881041,44.9776951672862,45.7267657992565,45.7899628252788,45.8713011152416,45.969814126394,46.054126394052,46.1025278810409,46.1413382899628,46.1863940520446,46.2304832713755,..
Population density (people per sq. km of land area),EN.POP.DNST,Morocco,MAR,55.9043871835089,64.8679206811562,68.7686175218463,69.4853730674434,70.2454492493838,71.0619717678692,71.9420546717455,72.8925924266189,73.9058704907013,74.9556038539099,76.00538427067,..
Population density (people per sq. km of land area),EN.POP.DNST,Mozambique,MOZ,17.004464762583,23.226094254686,27.6429461583458,28.4336287799791,29.2414189068898,30.071740125639,30.9283768661461,31.812763549429,32.7232737353442,33.6569851725629,34.6095729799842,..
Population density (people per sq. km of land area),EN.POP.DNST,Myanmar,MMR,64.2765691464945,72.9408926768063,77.0587157788422,77.5780603501041,78.1099416815907,78.6311418949946,79.1920720693139,79.7890844800931,80.4468207915486,81.1291556930238,81.8232972989527,..
Population density (people per sq. km of land area),EN.POP.DNST,Namibia,NAM,1.71925688396555,2.30532740589586,2.49476490665501,2.53030402409843,2.56981501050663,2.61433638207679,2.66448396069429,2.72098652965541,2.78352099503213,2.85026175466725,2.91860462291538,..
Population density (people per sq. km of land area),EN.POP.DNST,Nepal,NPL,131.060755244755,165.609661667248,179.939616323683,181.818060690617,183.642713637949,185.508657132892,187.484548308336,189.600537146843,191.841750959191,194.174963376352,196.544987792117,..
Population density (people per sq. km of land area),EN.POP.DNST,Netherlands,NLD,442.876481042654,471.727280805687,484.185456161137,485.23981042654,487.132494075829,490.079691669137,492.599881411207,495.049644128114,496.884994068802,499.09212949213,500.569735669736,..
Population density (people per sq. km of land area),EN.POP.DNST,New Caledonia,NCL,9.34896061269147,11.6646608315098,12.8727571115974,13.0690371991247,13.2683807439825,13.4707330415755,13.6761487964989,13.8949671772429,14.1137855579869,14.3326039387309,14.5514223194748,..
Population density (people per sq. km of land area),EN.POP.DNST,New Zealand,NZL,12.6459306520831,14.6507918423151,15.8922942539212,16.0411682047776,16.1778891800539,16.340435228438,16.5231096426266,16.6495765447571,16.7411036420949,16.8702290076336,17.1269606167635,..
Population density (people per sq. km of land area),EN.POP.DNST,Nicaragua,NIC,34.4404520525179,41.7715805218547,45.2901529001163,45.8876433438591,46.4893136114343,47.0882084095064,47.6792587668273,48.2614841283031,48.8369120824331,49.4070633205917,49.9743476815689,..
Population density (people per sq. km of land area),EN.POP.DNST,Niger,NER,6.24605984053051,8.86123233599116,11.0488118733718,11.4688805557748,11.9089997631641,12.372459145812,12.8617589010816,13.3784518828452,13.9226194047525,14.493457803742,15.0893881739954,..
Population density (people per sq. km of land area),EN.POP.DNST,Nigeria,NGA,104.985171887524,134.915206912832,157.359169713539,161.569333640766,165.920795590544,170.413106492309,175.043910098049,179.815616456405,184.723259439815,189.747704689439,194.863671398926,..
Population density (people per sq. km of land area),EN.POP.DNST,Northern Mariana Islands,MNP,..,148.769565217391,135.29347826087,129.980434782609,124.658695652174,120.165217391304,117.086956521739,115.726086956522,115.9,117.10652173913,118.567391304348,..
Population density (people per sq. km of land area),EN.POP.DNST,Norway,NOR,11.6126791605635,12.2957658557954,12.7604128735506,12.8931347451711,13.0548316883188,13.2205122588947,13.3862256841298,13.561001519528,13.7402921326781,13.907440211365,14.0630946351079,..
Population density (people per sq. km of land area),EN.POP.DNST,Oman,OMN,5.85511793214863,7.23555088852989,8.25000323101777,8.38045234248788,8.56956704361874,8.92430694668821,9.51129886914378,10.3715767366721,11.4545783521809,12.6233021001616,13.6867754442649,..
Population density (people per sq. km of land area),EN.POP.DNST,Pakistan,PAK,139.590648349938,179.341125726443,203.046114829805,207.253621834786,211.572469126193,216.014143576173,220.584160958904,225.287525944375,230.116557700291,235.046500103778,240.042919779992,..
Population density (people per sq. km of land area),EN.POP.DNST,Palau,PLW,..,41.6826086956522,43.504347826087,43.7347826086957,43.9717391304348,44.2260869565217,44.5,44.795652173913,45.1217391304348,45.4760869565217,45.8630434782609,..
Population density (people per sq. km of land area),EN.POP.DNST,Panama,PAN,33.2393058918483,40.7418751681464,45.4479418886199,46.2523271455475,47.0632095776164,47.8800242130751,48.7019908528383,49.5289077212806,50.3599811676083,51.1929378531073,52.0249529190207,..
Population density (people per sq. km of land area),EN.POP.DNST,Papua New Guinea,PNG,9.18143134743629,11.8669147197809,13.7706090182396,14.1047343549883,14.442138850859,14.781166364881,15.1206046018637,15.4599037230049,15.7992977962284,16.1393454930884,16.4809808770923,..
Population density (people per sq. km of land area),EN.POP.DNST,Paraguay,PRY,10.6059400956456,13.3468487289202,14.8069393405487,15.0167631512711,15.2205663226781,15.4237276617166,15.6301963251951,15.8413365215203,16.0562849232318,16.2740221495092,16.4926201862572,..
Population density (people per sq. km of land area),EN.POP.DNST,Peru,PER,17.0520765625,20.24599609375,21.8359046875,22.103725,22.3766,22.65747109375,22.948159375,23.24991484375,23.5615375,23.87926640625,24.197771875,..
Population density (people per sq. km of land area),EN.POP.DNST,Philippines,PHL,207.758459938961,261.368504544387,293.768316732066,298.371761075896,302.837693262233,307.347757990408,312.033075091391,316.937428312708,322.022074655398,327.235053828353,332.490492001207,..
Population density (people per sq. km of land area),EN.POP.DNST,Poland,POL,124.427118090698,124.909820758105,124.514452206843,124.44685296422,124.471952334313,124.564460624265,124.209200731357,124.296296901022,124.300058781268,124.229110740995,124.083240259952,..
Population density (people per sq. km of land area),EN.POP.DNST,Portugal,PRT,109.106207650273,112.457901639344,115.035399584563,115.261440909588,115.427757734776,115.386472322306,115.439458456163,115.269789278306,114.803406485424,114.162609170306,113.50865720524,..
Population density (people per sq. km of land area),EN.POP.DNST,Puerto Rico,PRI,398.759864712514,429.605975197294,428.998196166855,426.493235625705,423.998421645998,421.69222096956,419.563359639233,415.644983089064,410.629199549042,405.393348365276,400.044757609921,..
Population density (people per sq. km of land area),EN.POP.DNST,Qatar,QAT,41.0403100775194,51.1156761412575,85.1376399655469,101.546511627907,119.634969853575,137.050043066322,152.068303186908,164.120327304048,173.611024978467,180.989491817399,187.085701981051,..
Population density (people per sq. km of land area),EN.POP.DNST,Romania,ROM,101.163440156965,97.701323407775,92.1547960692234,90.8390186610988,89.3339495432797,88.5311962096844,88.0107411432297,87.5332493374462,87.201265107382,86.8742903099596,86.5582532713124,..
Population density (people per sq. km of land area),EN.POP.DNST,Russian Federation,RUS,9.04773962092624,8.94899666327663,8.73438752843799,8.71946239224704,8.71609471162683,8.71871987748575,8.72263436175533,8.72943779855369,8.74414195142295,8.76278012831512,8.78187156642264,..
Population density (people per sq. km of land area),EN.POP.DNST,Rwanda,RWA,294.274017024726,325.167207134171,374.180826915282,384.316295095257,395.229590595865,406.347547628699,417.254519659505,427.905512768545,438.481961897041,449.051276854479,459.730198621808,..
Population density (people per sq. km of land area),EN.POP.DNST,Samoa,WSM,57.5494699646643,61.7010600706714,63.983038869258,64.3950530035336,64.8197879858657,65.2650176678445,65.734628975265,66.2310954063604,66.7494699646643,67.2756183745583,67.7897526501767,..
Population density (people per sq. km of land area),EN.POP.DNST,San Marino,SMR,400.75,457,492.8,497.9,502.666666666667,507.183333333333,511.5,515.633333333333,519.533333333333,523.183333333333,526.583333333333,..
Population density (people per sq. km of land area),EN.POP.DNST,Sao Tome and Principe,STP,118.307291666667,142.879166666667,163.108333333333,166.733333333333,170.411458333333,174.1625,178,181.922916666667,185.920833333333,189.985416666667,194.10625,..
Population density (people per sq. km of land area),EN.POP.DNST,Saudi Arabia,SAU,7.6110755504282,9.95132926142839,11.8249580172025,12.1336201964004,12.4403248840531,12.7504389004926,13.0673013318199,13.3919020882081,13.7210700147463,14.0490261386526,14.3679065353609,..
Population density (people per sq. km of land area),EN.POP.DNST,Senegal,SEN,39.028727990443,51.2158001350439,60.1383161065808,61.7941619487872,63.5210252947593,65.3489014699008,67.2975172700358,69.3762166935023,71.5738222614658,73.8640263854984,76.2091985664572,..
Population density (people per sq. km of land area),EN.POP.DNST,Serbia,SRB,86.7367939629545,85.9403841756231,84.742385090327,84.3994854790761,84.0409558655385,83.7046306883147,83.3688085982163,82.7132289046421,82.3127944203064,81.9132403384404,81.5164418019666,..
Population density (people per sq. km of land area),EN.POP.DNST,Seychelles,SYC,152.173913043478,176.371739130435,183.913043478261,184.854347826087,189.034782608696,189.778260869565,195.152173913043,190.089130434783,191.963043478261,197.582417582418,201.156043956044,..
Population density (people per sq. km of land area),EN.POP.DNST,Sierra Leone,SLE,54.4639512330285,56.2580908839014,72.6408146300914,74.6897755610973,76.5009420892214,78.2376558603491,80.0208090883901,81.8635078969244,83.7234275422555,85.6034774175672,87.4982959268495,..
Population density (people per sq. km of land area),EN.POP.DNST,Singapore,SGP,4547.91044776119,6011.79104477612,6342.07492795389,6602.30215827338,6913.42857142857,7125.14285714286,7231.76638176638,7363.21022727273,7524.64589235127,7636.77510608204,7736.49222065064,..
Population density (people per sq. km of land area),EN.POP.DNST,Sint Maarten (Dutch part),SXM,..,897.617647058824,1125.58823529412,1160.64705882353,1189.94117647059,1150.97058823529,1043.35294117647,983.382352941176,1018.82352941176,1076.67647058824,1107.76470588235,..
Population density (people per sq. km of land area),EN.POP.DNST,Slovak Republic,SVK,110.170207900208,112.031600831601,111.705904365904,111.738503118503,111.834365904366,112.006778956124,112.108876920838,112.260522375645,112.451734320413,112.572637664282,112.678963566794,..
Population density (people per sq. km of land area),EN.POP.DNST,Slovenia,SVN,99.2135551142006,98.7549652432969,99.6458788480636,100.204667328699,100.363257199603,101.274528301887,101.717130089374,101.928649453823,102.142949354518,102.281678252234,102.39414101291,..
Population density (people per sq. km of land area),EN.POP.DNST,Solomon Islands,SLB,11.1414433726331,14.7315469810647,17.1745623436942,17.58038585209,17.9853519113969,18.391103965702,18.7987495534119,19.2085744908896,19.6199356913183,20.0316184351554,20.4419792783137,..
Population density (people per sq. km of land area),EN.POP.DNST,Somalia,SOM,10.0768562501993,11.7725890266841,13.8472582650556,14.2012545031402,14.5576386010776,14.915081136226,15.2735581981063,15.6321452481908,15.9939267382918,16.3677702681162,16.7653409634329,..
Population density (people per sq. km of land area),EN.POP.DNST,South Africa,ZAF,29.0168083159535,36.2710103949418,39.5615321204527,40.1095598842625,40.6764774254177,41.2629738931159,41.8697771805884,42.4976539251004,43.1474128053154,43.8199061899777,44.5160317865946,..
Population density (people per sq. km of land area),EN.POP.DNST,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
Population density (people per sq. km of land area),EN.POP.DNST,Spain,ESP,77.7879925516579,80.6878076152305,88.9761493446631,90.6149005229308,92.1293223736969,92.9750651746681,93.1519309613808,93.5078358806114,93.5068371284061,93.2009456028468,92.7702404989904,..
Population density (people per sq. km of land area),EN.POP.DNST,Sri Lanka,LKA,271.328336788391,304.608515388295,316.664008929995,319.550310955191,322.851219901132,326.104289586988,329.341412852815,332.785839579015,324.158826343486,326.630521447935,329.118162972413,..
Population density (people per sq. km of land area),EN.POP.DNST,St. Kitts and Nevis,KNA,157.05,175.169230769231,191.607692307692,194.096153846154,196.511538461538,198.911538461538,201.353846153846,203.838461538462,206.346153846154,208.85,211.323076923077,..
Population density (people per sq. km of land area),EN.POP.DNST,St. Lucia,LCA,226.524590163934,257.293442622951,274.845901639344,278.927868852459,283.162295081967,287.206557377049,290.814754098361,293.898360655738,296.540983606557,298.860655737705,301.05737704918,..
Population density (people per sq. km of land area),EN.POP.DNST,St. Martin (French part),MAF,552.132352941176,521.764705882353,522.316176470588,531.341911764706,540,548.161764705882,555.790441176471,562.775735294118,569.099264705882,574.705882352941,579.595588235294,..
Population density (people per sq. km of land area),EN.POP.DNST,St. Vincent and the Grenadines,VCT,275.664102564103,276.658974358974,279.251282051282,279.612820512821,279.910256410256,280.141025641026,280.297435897436,280.361538461538,280.34358974359,280.325641025641,280.410256410256,..
Population density (people per sq. km of land area),EN.POP.DNST,Sudan,SDN,10.8463779461279,14.6349591750842,17.3630955387205,17.8676157407407,18.3833063973064,18.9059234006734,19.4323905723906,19.961412037037,20.49370496633,21.0306839225589,21.5746877104377,..
Population density (people per sq. km of land area),EN.POP.DNST,Suriname,SUR,2.61715384615385,3.08173717948718,3.1791858974359,3.21123717948718,3.24780128205128,3.28539743589744,3.32141666666667,3.35537820512821,3.38804487179487,3.41955128205128,3.45030769230769,..
Population density (people per sq. km of land area),EN.POP.DNST,Swaziland,SWZ,50.1586046511628,61.8438953488372,65.0118604651163,65.9798255813953,67.078488372093,68.2284302325581,69.3690697674419,70.4917441860465,71.6101162790698,72.7116860465116,73.7855813953488,..
Population density (people per sq. km of land area),EN.POP.DNST,Sweden,SWE,20.8579105132329,21.6213603353317,22.1292221084954,22.2939318613832,22.4682872739679,22.6605132329288,22.8545255154262,23.027764780426,23.3696027888251,23.5684661462169,23.7873889134384,..
